identificacion_expediente,fecha_ingreso,area_emisora,genero_solicitante,referencia_expediente,area_responsable_respuesta,sintesis_respuesta,nombre_cargo_firmante_respuesta,fecha_respuesta
ACTU-S04:0125874/2014,2014-12-31,Mesa General de Entradas,Femenino,Solicitud relacionada con la Sociedad HOTESUR S.A,Secretaría de Asuntos Registrales,Mediante Nota D.D-S04:312/15,,2015-01-31
EXP-S04:0008579/2015,2015-02-10,Dirección de despacho - Mesas de Entradas e Información al Público,Femenino,"DECRETO N°1172/03, RELACIONADO CON EL INADI - EN EL MARCO DEL DECRETO N°1172/03, DE ACCESO A LA INFORMACIÓNA AL PUBLICO, SOLICITA: DETALLE ESCALAFONARIO DEL PERSONAL SEGÚN CATEGORIA Y ENCUADRAMIENTO EN:PLANTA PERMANENTE, TRANSITORIA, CONTRATADOS, ADSCRIPTOS U OTRAS, COORESPONDIENTE A CADA CATEGORIA, EVOLUCION ANUAL DESDE EL MES DE JULIO DE 2007 A LA FECHA DE LA PLANTA PERMANENETE (EN TODOS CASOS EN FORMA ANONIMA).=",presinadi@minjus,,,
EXP-S04:0008629/2015,2015-02-12,Mesa General de Entradas,Femenino,Solicitud relacionada con la planta  de personal de la UIF,Ministerio de Justicia y Derechos Humanos,Mediante Nota D.D-S04:585/15,,2015-02-27
EXP-S04:0008556/2015,2015-02-12,Mesa General de Entradas,Femenino,Solicitud relacionada con la Oficia de Monitoreo de Publicaciones de Avisos de Oferta de Comercio Sexual,Subsecretaría de Política Criminal,Mediante Nota firmada por la Coordinadora de la Oficina de Monitoreo de Publicac.de Avisos de oferta de Comercio Sexual.=,,2015-04-03
EXP-S04:0009372/2015,2015-02-15,Mesa General de Entradas,Masculino,Solicitud relacionada con las Empresas ESUSO SA yTAISER SA.=,Inspección General de Justicia,Mediante Nota D.D-S04:884/15,,2015-03-15
EXP-S04:0009946/2015,2015-02-22,Mesa General de Entradas,Masculino,Solicitud relacionada con la Declaración Jurada Patrimonial del Dr.Roberto Carles,Oficina Anticorrupción,Mediante Nota SsRPJyAP N° 671/15,,2015-03-01
EXP-S04:0011836/2015,2015-03-02,Dirección de despacho - Mesas de Entradas e Información al Público,Masculino,"DECRETO N°1172/03, RELACIONADO CON LOS SUPUESTOS REGALOS REALIZADOS POR EL SR.MINISTRO A MIEMBROS DEL PODER JUDICIAL.= - EN EL MARCO DEL DECRETO N°1172/03 DE ACCESO A LA INFORMACIÓN PUBLICA, SOLICITA: 1°) SI SE HAN REGALADO EN EL MES D E DIC/14, LAPICERAS MARCA MONT BLANC A JUECES Y CAMARISTAS PERTENECIENTES A LA JUSTICIA FEDERAL; 2°) DE SER ASI, LISTA COMPLETA DE LOS JUECES Y CAMARISTAS A LOS QUE SE LES REGALO DICHAS LAPICERAS, 3°) SI ALGUNOS DE LOS JUECES Y/O CAMARISTAS HAN DEVUELTO LAS MISMAS; 4°) DE SER ASI EL LISTADO COMPLETO DE QUIENES LAS HUBIERAN DEVUELTO, ENTRE OTROS TEMAS.=",Jefatura de Gabinete,,,
EXP-S04:0015984/2015,2015-03-25,Dirección de despacho - Mesas de Entradas e Información al Público,Masculino,"DECRETO N°1172/03, RELACIONADO CON LA EMPRESAS PATAGONIA AVENTURA S.A., ESTANCIA CRISTINA S.A.; TREMUN S.A. Y HOTEL WALDORF S.A. - EN EL MARCO DEL DECRETO N°1172/03 DE ACCESO A LA INFORMACIÓN PUBLICA, SOLICITA: SI SE HAN APLICADO MULTAS A LA EMPRESA PATAGONIA AVENTURA S.A. EN LA INSPECCION GENERAL DE JUSTICIA, SI LA MISMA A DADO CUMPLIMIENTO A TODAS LAS NORMAS DEL ORGANISMO, ACOMPAÑE COPIA DEL ESTAUTO Y SUS MODIFICACIONES INSCRIPTA, INCLUYENDO LAS DESIGNAC.DEL DIRECTORIO Y PRESTACIONES DEL ESTADO CONTABLE; ESTANCIA CRISTINA S.A., TREMUN S.A. Y HOTEL WALDORF S.A., SI LAS EMPRESAS PRESENDENTES HAN SIDO INTIMADAS POR LA I.G.J Y/O SI LES FUE APLICADA ALGUNA MULTA Y ACOMPAÑE COPIA DE TODA DOCUMENTACION QUE OBRE EN ESE ORGANISMO (ESTATUTO, MODIFICACIONES, DESIGNACION DE DIRECTORIO, BALANCES, ETC. RESPECTIVAMENTE).=",Secretaría de Asuntos Registrales,Mediante Nota DD-S04:1731/15,,2015-05-02
EXP-S04:0015982/2015,2015-03-27,Mesa General de Entradas,Masculino,Solicitud relacionada con la Empresa socorro Médico SA.=,Secretaría de Asuntos Registrales,Mediante Nota DD-S04:1734/15,,2015-05-02
EXP-S04:0016165/2015,2015-03-28,Mesa General de Entradas,Femenino,Solicitud relacionada con listado actualizado a 2015 de municipios que superan el límite del 15% de titularidad o posesión extranjera de tierras rurales y nacionalidad de los mismos,Secretaría de Asuntos Registrales,Mediante Nota S04:0025986/15,,2015-04-17
EXP-S04:0016159/2015,2015-03-28,Mesa General de Entradas,Femenino,Solicitud relacionada con propiedades de extranjeros y si hubo solicitudes de certificación de las mismas,Secretaría de Asuntos Registrales,Mediante Nota S04:0025981/15,,2015-04-17
EXP-S04:0021865/2015,2015-04-26,Mesa General de Entradas,Femenino,Solicitud relacionada con copias de declaraciones juradas de Larrañaga y Bellizzi,Oficina Anticorrupción,Mediante Nota S04:0034227/15,,2015-05-13
EXP-S04:0029786/2015,2015-06-06,Mesa General de Entradas,Masculino,"Solicitud relacionada datos estadísticos del fuero Criminal y Correccional Fed.incluyendo la competencia Electoral del Juzg.N°1, correspondientes a los años 2013 y 2014 (s/exptes), Pers.asignado en cada juzgado del fuero; Decretos de desiganc.de los jueces del fuero Criminal y Correccional Fed.entre otros temas",Subsecretaría de Relaciones con el Poder Judicial,Mediante Nota deC N°675/15,,2015-06-17
EXP-S04:0031435/2015,2015-06-14,Mesa General de Entradas,Masculino,Solicitud relacionada con la cantidad total de ciudadanos oriundos de la provincia de Misiones no reconocidos como excombatientes de la Guerra de Malvinas.=,Ministerio de Justicia y Derechos Humanos,Mediante Nota D.D-S04:2984/2015,,2015-07-12
EXP-S04:0032237/2015,2015-06-18,Mesa General de Entradas,Femenino,"A LOS EFECTOS DE SOLICITAR SE INFORME SOBRE EL PRESUPUESTO DE LA IMPRESION DE LAS BOLETAS ELECTORALES, DISCRIMINANDO CANTIDAD Y MONTO POR PARTIDO POLITICO, LAS IMPRENTAS QUE FUERON CONTRATADAS PARA LA IMPRESION DE LAS BOLETAS Y BAJO QUE SISTEMA, SI FUE POR LICITACION O CONTRATACION DIRECTA, SE ELIGIO LA IMPRENTA.",Secretaría de Justicia,Mediante Nota D.D-S04.2694/2015,,2015-06-28
204.736/2010,2010-12-24,Mesa General de Entradas,Masculino,"Solicita se le informe sobre las cinco (5) licitaciones más grandes (en monto económico) que llevó adelante el Ministerio y que hayan sido culminadas. Cómo se organizó el procedimiento, quienes estuvieron a cargo de las mismas, quienes fueron los postulantes y a quien se le asignó el contrato.",Subsecretaria de Coordinación,"Mediante Nota DD Nº S04:0000197/2011, se adjunta el informe elaborado por la Dirección de Compras y Servicios Generales, dependiente de la SsC.","Silvia BARNEDA- Directora de Despacho, Mesa de Entradas e Información al Público",2011-01-23
EXP-S04:0003271/2011,2010-12-30,Otra Mesa de Entradas del Organismo,Masculino,"Solicita el informe brindado a la Comisión de Seguimiento de la Convención de Naciones Unidas contra la Corrupción y cualquier otro documento vinculado a ese proceso que se haya elaborado desde el Estado Nacional. Además la autoevaluación oficial presentada ante la citada Comisión (official UNODOC self-assessment cheklist, la que debería estar disponible en una aplicación informática especialmente diseñada por ese organismo internacional).",Oficina Anticorrupción,Mediante Nota OA/DPPT Nº 51/11 se adjunta CD-ROM conteniendo la información solicitada.,,2011-01-13
204.969/2010,2010-12-31,Mesa General de Entradas,Masculino,"Solicita información sobre las Audiencias de Gestión de Intereses en las que participó el Ministro durante el año 2010, suministrando asimismo los datos a los cuales hace referencia el Anexo IV del Decreto 1172/2003 y si el mismo fue publicado en la página de internet de la JGM y si ésta se encuentra actualizada. En caso de incumplimiento en el registro de audiencias por parte del Ministerio, explicar el motivo.",Gabinete de Asesores de la Unidad Ministro,Mediante Nota DD -S04:0000387/2011 se remitió copia del listado de Audiencias Públicas realizadas durante el año 2010,"Silvia BARNEDA- Directora de Despacho, Mesa de Entradas e Información al Público",2011-01-28
EXP-S04:0017905/2011,2010-12-31,Otra Mesa de Entradas del Organismo,Masculino,"Solicita información sobre la cantidad de beneficios abonados al año por el PEN, en el marco de la Ley 24.411, desde su promulgación hasta la actualidad, incluyendo el monto pagado.",Dirección Gral. Asuntos Jurídicos,"Mediante nota DD N° 995/2011, en el marco del expte de la referencia, por el cual se tramita pedido de acceso a la inf.pública,en virtud del Dto.Nº1172/03, con relac.a la cant.de beneficios abonados en el marco de la Ley 24411, y los nombres y apellidos d","Silvia BARNEDA- Directora de Despacho, Mesa de Entradas e Información al Público",2011-03-17
EXP-S04:0000292/2011,2011-01-04,Dirección de despacho - Mesas de Entradas e Información al Público,Femenino,DECRETO Nº 1172/03 - REF. SU PEDIDO DE INFORMES EN EL MARCO DEL DECRETO Nº 1172/03 SOBRE OPINION EN EXTENDER LA VIGENCIA DE LOS PASAPORTES.,minseg@minseg,DERIVACION,,
EXP-S04:0006216/2011,2011-01-25,Dirección de despacho - Mesas de Entradas e Información al Público,Masculino,SOLICITUD DE INFORMACIÓN DEL DECRETO Nº 1172/03 DEL SEÑOR D ANGELO RODRIGUEZ JOSE LUIS.-  SOLICITUD DE INFORMACIÓN DEL DECRETO Nº 1172/03 DEL SEÑOR D ANGELO RODRIGUEZ JOSE LUIS.-,mecon@mecon,DERIVACION,,
EXP-S04:0006539/2011,2011-01-27,Dirección de despacho - Mesas de Entradas e Información al Público,Masculino,"DECRETO Nº 1172/03 SOLICITA INF.PUB.EZEQUIEL NINO - EN EL MARCO DEL DECRETO Nº1172/03 DE ACCESO A LA INF.PUB., SOLICITANDO: INFOMACION SOBRE CUALQUIER TIPO DE PERSONA DETENIDA, IMPUTADA, PROCESADA O CONDENADA BAJO LA LEY ANTITERRORISTA DEL 2007 U OTRAS NORMAS RELACIONADAS EL LAVADO DE DINERO; S/EL LAVADO DE DINERO RELACIONADOS CON  EL TERRORISMO, INCLUYENDO -PERO NO LOMITANDO LA BUSQUEDA- A LA LEY 25.246 DEL AÑO 2000 QUE CREO LA UIF.=",uif@minjus,"Mediante Nota DD Nº S04:0000605/2011, se adjuntan los informes que al respecto ha elaborado la Dirección de Asuntos Jurídicos de este Ministerio y la Dirección de Relaciones Institucionales de la UIF.",,
EXP-S04:0006541/2011,2011-01-29,Mesa General de Entradas,Femenino,"Solicita información sobre cualquier persona detenida, imputada o condenada bajo la Ley antiterrorista del 2007 y/ú otras normas relacionadas con delitos relacionados con el terrorismo, incluyendo -pero no limitando la búsqueda- la Ley 25.246 del año 2000 que creó la UIF.",Unidad de Información Financiera,"Mediante Nota DD Nº S04:0000605/2011, se adjuntan los informes que al respecto ha elaborado la Dirección de Asuntos Jurídicos de este Ministerio y la Dirección de Relaciones Institucionales de la UIF.",,2011-02-12
EXP-S04:0010186/2011,2011-02-10,INADI,Masculino,"SOLICITUD DE ACCESO A LA INFORMACIÓN PUBLICA  DECRETO 1172/03 - DIEGO MARTINEZ NOTA S04:0001703/11 - APERTURA DE EXPEDIENTE:  SOLICITUD DE ACCESO A ALA INFORMACIÓN PUBLICA, DECRETO 1172/03 DIEGO MARTINEZ, NOTA S04:0001703/11",presinadi@minjus,NOTA-S04:0006653/2012    Le informo que esta Secretaría Privada de Intervención no puede incluir la NOTA - S04:0001703/2011 ya que corresponde a Presidencia de INADI período al cual no se tiene acceso desde el comienzo de la intervención en junio de 2011.,,
TRI-S04:0001326/2011,2011-03-04,usecdesp@minjus,Masculino,SOLICITUD DE INFORMACIÓN CONFORME DECRETO 1172/2003 - SOLICITUD DE INFORMACIÓN SOBRE VÍCTIMAS DE DESAPARICIÓN FORZADA CONFORME DECRETO 1172/03 (FECHA DE LA PRESENTACIÓN: 03/02/2011),usecdesp@minjus,Se da respuesta medinate NOTA-S04:0004072/2011 ,,2011-03-09
EXP-S04:0022762/2011,2011-03-18,Otra Mesa de Entradas del Organismo,Masculino,Solicita información sobre las medidas adoptadas desde que se conoció el informe del GAFI en octubre de 2010 y el estado en que se encuentran los proyectos que se presentaron a partir de esa recomendación internacional.,Unidad de Información Financiera,Mediante Nota UIF Nº 336/11 se brindó la información solicitada.,,2011-04-01
EXP-S04:0021192/2011,2011-03-29,Dirección de despacho - Mesas de Entradas e Información al Público,Masculino," EN EL MARCO DEL DECRETO 1172/03, DE ACCESO A LA INFORMACIÓN, SOLICITA ANTECEDENTES, AÑO DE INGRESO, CANTIDAD DE POSTULANTES, RECURSOS HUMANOS DISPONIBLES Y GRADO QUE PUEDE ASCENDER UNA MUJER AL INGRESAR A LA POLICIA FEDERAL ARGENTINA.-",Jefatura de Gabinete,,,
EXP-S04:0023256/2011,2011-04-09,Mesa General de Entradas,Masculino,"Solicita se le informe sobre las audiencias de Control de Gestión en las que participaron Funcionarios del Ministerio de Justicia y Derechos Humanos durante los años 2008,2009 y 2010, suministrando el Anexo IV (formulario de Registro de Audiencias), el informe de dichas audiencias y en caso de que no se encontrara debidamente actualizada su publicación, informe las causas.",Dirección General de Gestión Informática,"Mediante Nota DD Nº S04:1537/2011, se informa que lo solicitado se encuentra publicado en la página web del organismo, excediendo el punto 3º los alcances de la información que este Ministerio se encuentra obligado a suministrar.",,2011-05-11
EXP-S04:0025834/2011,2011-04-22,Mesa General de Entradas,Masculino,"Solicita saber la cantidad de personal incorporado y/o contratado por este Ministerio en el período julio 2009 al día de la fecha, discriminado por nombre y categoría: empleados de planta, contratados, funcionarios, consultores y el monto de los sueldos de cada una de estas categorías.",Subsecretaria de Coordinación,"Mediante la Nota DD Nº S04:0001471/2011 se adjunta el informe elaborado por la Dirección General de Recursos Humanos y la Dirección de Programación y Control Presupuestario, con de la información solicitada.",,2011-05-07
TRI-S04:0002825/2011,2011-04-27,Otra Mesa de Entradas del Organismo,Femenino,Solicita se le informe cuales son los subsidios estatales que ha percibido la Asociación de Abuelas de Plaza de Mayo desde el año 2007 hasta el año 2010 inclusive y en que se han utilizado los mismos.,Asesores de la Unidad Ministro,"Mediante Nota DD Nº S04:0001654/2011, se pone en conocimiento que de acuerdo al informe elaborado por la Subsecretaria de Protección de derechos Humanos, la misma no otorga subsidios estatales. Asimismo se remite el informe elaborado por la Dirección de P",,2011-05-25
SIAP78409/2011,2011-04-28,Otra Mesa de Entradas del Organismo,Masculino,"Solicita se le informe sobre la cantidad de sanciones impuestas en el año 2010, detallando quien/es y los montos; cuales son los Bancos que incumplieron el deber de reportar medidas sospechosas; con cuantos inspectores cuenta actualmente el registro para inspeccionar a todos los sujetos obligados, etc.",Unidad de Información Financiera,Mediante Nota UIF Nº 510/2011.,,2011-05-13
EXP-S04:0026604/2011,2011-04-29,Mesa General de Entradas,Femenino,Solicita se le informe la situación actual de la Ley de Violencia Doméstica (Familiar) con relación a las estadísticas en Cap. Fed. de ingresos de  expedientes en la OVD (Oficina de Violencia Doméstica) en el corriente año.,Programa de Protección a las Víctimas de la Violencia,"Mediante la Nota DD Nº S04:0001461/2011 se informa a la recurrente que la Oficina de Violencia Doméstica a la que hace alusión, depende de la Corte Suprema de Justicia de la Nación, organismo del Poder Judicial de la Nación.",,2011-05-05
EXP-S04:0027290/2011,2011-05-04,Mesa General de Entradas,Masculino,"Solicita se le informe la cantidad de Centros Penitenciarios existen en el país, cuántos hay en construcción y la inversión en infraestructura realizada. La capacidad y el porcentaje de ocupación de los mismos. Cuáles son los métodos de reinserción social y el promedio de edad de los internos.",Dirección Nacional Servicio Penitenciario Federal,Mediante la Nota DD Nº S04:0001872/2011 se adjunta informe elaborado por la Sscría. de Infraestructura Penitenciaria y de la Dirección Nacional del  Servicio Penitenciario Federal.,,2011-06-02
EXP-S04:0028079/2011,2011-05-06,Mesa General de Entradas,Masculino,"Solicita se le informe quienes son los titulares de cada uno de los Registros Nacionales de la Prop. Automotor; como se otorgan los registros particulares, si existe algún mecanismo de concurso público, cuáles son los registros creados durante el 2009 y 2010 y cuáles son los convenios que rigen entre los registros y el Ministerio de Justicia y Derechos Humanos.",Secretaría de Asuntos Registrales,Mediante la Nota DN Nº 422/11 se adjunta el informe elaborado por la Dirección de Registros Seccionales.,,2011-05-22
EXP-S04:0029136/2011,2011-05-12,Mesa General de Entradas,Femenino,"Solicita estadísticas sobre trata de menores desde el año 2005 a la fecha, sobre delitos que involucren a menores y/o dato alguno relacionado con inseguridad.",Coordinación del Programa de Protección a las Víctimas de la Violencia,Mediante la Nota DD Nº S04:1465/2011 se remiten informes elaborados por la Dirección Nacional de Política Criminal y la Oficina de Rescate y Acompañamiento a Personas Damnificadas por el delito de Trata.,,2011-05-22
EXP-S04:0030310/2011,2011-05-15,Mesa General de Entradas,Femenino,"En el art 75, inciso 17 de la Constitución Nacional se transmite que se debe respetar la identidad y posesiones que contengan los pueblos originarios. Por que no se cumple con ello?",Secretaría de Justicia,Mediante Nota DD Nº S04:   2054/2011 se adjuntan  informes elaborados por la Secretaría de Justicia y por el INADI.,,2011-06-15
SIAP78439/2011,2011-05-18,Unidad de Enlace (Sobre cerrado o mail),Femenino,"Solicita saber cuales son las funciones del Ministerio de Justicia, Seguridad y Derechos Humanos.",Subsecretaria de Coordinación,"Mediante la Nota DD nº 5184, se le comunica a recurrente que la información solicitada la puede hallar en la página web del Ministerio de Justicia y derechos Humanos.",,2011-05-18
EXP-S04:0031308/2011,2011-05-19,Unidad de Enlace (Sobre cerrado o mail),Femenino,"Solicita se le informe el nombre de los titulares, direcciones y contactos del ámbito a cargo de conserjería y acompañamiento de las personas que soliciten un cambio de nombre e identidad de género en el Documento Nacional de Identidad, los proyectos, programas o líneas de acción para la generación de políticas públicas para la integración y no discriminación de las personas transexuales o transgénero. Asimismo, saber cuales son los requisitos solicitados para cambiar la identidad de género en el DNI y si existe asesoramiento del Ministerio por organizaciones no gubernamentales, universidades nacionales o instituciones públicas o privadas representativas de la diversidad de género.",INADI," Nota DD Nº S04:0002244/2011                       Tengo el agrado de dirigirme a Usted, en el marco del expediente de referencia, por medio del cual se tramita un pedido de acceso a la información pública, en virtud del Decreto Nº 1172/03, sobre nombres ","Silvia BARNEDA- Directora de Despacho, Mesa de Entradas e Información al Público",2011-07-06
